;Unnamed: 0;country;description;designation;points;price;province;region_1;region_2;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
901;901;US;The floral perfume of this cool-climate bottling is intense—all lavender accented with black pepper, white pepper and thyme. Tart black plum skin flavors lead the palate, building towards savory elements that recall dried purple flowers, thyme, rosemary and black pepper. Medium bodied and dense, it will be versatile with food.;;93;40.0;California;Edna Valley;Central Coast;Syrah;Chamisal Vineyards;7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.99494;3.1;0.43;9.3;5;1273
902;902;US;Sourced from the producer's Stanly Ranch Estate Vineyard and Hyde Vineyard, both in Carneros, this is a stunning effort. Its baked pear fruit provides hefty body and texture, while honeysuckle and apple blossom notes and a squeeze of lemon-like acidity keep it balanced and fresh.;Silhouette;93;65.0;California;Napa Valley;Napa;Chardonnay;Merryvale;7.8;0.58;0.13;2.1;0.102;17.0;36.0;0.9944;3.24;0.53;11.2;6;1274
903;903;France;This is an impressively ripe and solidly fruity wine. Blending mainly Tannat with Cabernet Franc and Cabernet Sauvignon, it is certainly structured. But it is the brilliant black fruit that gives this wine its real character and density. It is impressive, and obviously made for the long haul. Drink from 2021.;Crouzeilles-Côte Abeilles;93;65.0;Southwest France;Madiran;;Tannat-Cabernet;Producteurs Plaimont;8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.99688;3.24;0.54;9.5;6;1275
904;904;US;Bob Lindquist shows his mastery of cool-climate fruit with this bottling, which is redolent of asphalt, cracked black pepper, rosemary, lavender and damson plum. It's fairly light in body but strong in tarry structure, offering loads of cracked peppercorn flavor with its juicy purple fruit.;Sonnie's Sawyer Lindquist Vineyard;93;0;California;Edna Valley;Central Coast;Syrah;Qupé;8.5;0.4;0.4;6.3;0.05;3.0;10.0;0.99566;3.28;0.56;12.0;4;1276
905;905;US;This feral and gamy wine shows roast lamb, rosemary, dried fennel, rose petal and forest floor aromas on its dynamic nose. The palate leads with explosive acidity, before waves of Concord grape and blackberry flavor take hold. It's light on its feet but has some textural firmness, finishing on rosemary, lavender and game notes.;;93;28.0;California;San Luis Obispo;Central Coast;Syrah;Sinor-LaVallee;7.0;0.69;0.0;1.9;0.114;3.0;10.0;0.99636;3.35;0.6;9.7;6;1277
906;906;US;Light gold in color, this wine is focused and bright. A jasmine aroma and succulent green-apple flavor pairs with steely minerality, offering power and grace in one satisfying package.;Sullivan Vineyard Dutton Ranch;93;51.0;California;Russian River Valley;Sonoma;Chardonnay;The Calling;8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.99688;3.24;0.54;9.5;6;1278
907;907;France;Aged in wood, this wine is rich and spicy. Its fruit though is beautifully in balance, ripe with raspberry and red-currant fruits that are shot through with lemon acidity. This is a full-bodied wine, impressively structured and likely to age for a year or two. It is named after the 946 steps up the mountain behind the estate. Drink from late 2017.;Cuvée 946;93;50.0;Provence;Côtes de Provence Sainte-Victoire;;Rosé;Château Gassier;9.8;0.3;0.39;1.7;0.062;3.0;9.0;0.9948;3.14;0.57;11.5;7;1279
908;908;France;This lightly wood-aged wine, from an estate that has only changed hands three times in 400 years, is crisp, tight and very young. It has fine potential for the future. There are elegant fruits, spice and intense acidity that needs to soften. Produced from selected high-altitude parcels, the wine is balanced between the tangy texture and mineral fruitiness. Drink from early 2018.;Jadis;93;34.0;Provence;Côtes de Provence;;Rosé;Château Grand Boise;7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.37;0.64;10.4;6;1280
909;909;France;The estate wine from this Cahors showpiece property, it shows the rich intensity that can be conjured from Malbec, packed with tannins but also with dark, ripe-berry fruit and great intensity. It is a wine with potential—with a tannic structure that will see the wine starting to drink from 2020.;;93;50.0;Southwest France;Cahors;;Malbec;Château Lagrézette;7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.37;0.64;10.4;6;1281
910;910;France;Named after the year 2008, when Provence's La Londe became its own appellation, the wine is an impressive selection from specific parcels in the dry coastal slip between Toulon and Saint-Tropez. It is textured, full of ripe fruit, red berries and a squeeze of lemon juice. The wine is full bodied, rich and likely to age for a few more months. Drink from early 2018.;Grande Cuvée No. 8;93;30.0;Provence;Côtes de Provence La Londe;;Rosé;Château les Valentines;7.9;0.765;0.0;2.0;0.084;9.0;22.0;0.99619;3.33;0.68;10.9;6;1282
911;911;France;The top cuvée from Roubine, this unusual blend of Tibouren and Clairette is intensely perfumed and ripe and with a fine stylish character. It is an impressive wine with yellow fruits as well as red currant and citrus. This food friendly wine should age a bit, so drink from late 2017.;Inspire;93;40.0;Provence;Côtes de Provence;;Rosé;Château Roubine;8.7;0.63;0.28;2.7;0.096;17.0;69.0;0.99734;3.26;0.63;10.2;6;1283
912;912;US;The Daou brothers have become increasingly known for their rich, unctuous and lavish high-end wines, but this bottling offers a taste of that opulence for just $30. Plump blueberry and soft, cedar-like spice scents show on the nose, while the palate bursts with black cherry, dark chocolate and caramel flavors, powered by ample acidity. It will age gracefully, but is already delicious.;;93;30.0;California;Paso Robles;Central Coast;Cabernet Sauvignon;Daou;7.0;0.42;0.19;2.3;0.071;18.0;36.0;0.99476;3.39;0.56;10.9;5;1284
913;913;US;From the producer's estate vineyard on Mount Veeder, this 100% varietal vineyard designate is oaky, viscous and intensely flavored with green apple, melon and peach. Delicious honeysuckle and grapefruit peel aromas make it all the more compelling, balancing its voluptuous weight and ripeness.;Sage Vineyard;93;45.0;California;Napa Valley;Napa;Sauvignon Blanc;Darioush;11.3;0.37;0.5;1.8;0.09;20.0;47.0;0.99734;3.15;0.57;10.5;5;1285
914;914;US;From an aptly named vineyard, this whopper of a wine blends 37% Zinfandel, 32% Syrah, 16% Grenache and 15% Mourvèdre with 24% new oak and 20% whole-cluster fermentation. The result is a perfume that's both tart with boysenberry and rich with caramel, oak and cola. Black plum, gravel and bay leaf flavors surround its meaty core, persisting deep into the finish.;The Maneater Derby Vineyard;93;32.0;California;Paso Robles;Central Coast;Red Blend;Derby;7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.99914;3.3;1.17;10.2;5;1288
915;915;US;Multiple vineyards contribute to this standout blend. It feels open and accessible, yet carries the structure to age gracefully. You'll find interesting threads of freshly picked herb, lemon oil, pimiento and olive supporting citrus and fresh apple fruit.;Récolte Grand Cru;93;125.0;Oregon;Dundee Hills;Willamette Valley;Chardonnay;Domaine Serene;7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.99914;3.3;1.17;10.2;5;1289
916;916;US;Earthy with dusty loam and forest scents, this wine is intensely rich, with grippy, chewy tannins. Fine-grained oak notes support dark chocolate, clove and tobacco flavors, accented with fruit-forward elements that recall wild blueberry and blackberry. Structured to age, it will be best from 2023 through 2030.;Sycamore Vineyard;93;150.0;California;Rutherford;Napa;Cabernet Sauvignon;Freemark Abbey;7.6;0.74;0.0;1.9;0.1;6.0;12.0;0.99521;3.36;0.59;11.0;5;1290
917;917;US;The first vintage of this small-production wine, this is meaty, full of smoky pepper and dense red and blue fruit. It's powerfully built and structured, packing a finishing punch of roasted coffee and chocolate flavors. A worthwhile new discovery and a producer to watch.;Seven Pillars Jess' Block;93;60.0;California;Fort Ross-Seaview;Sonoma;Syrah;Hard Six Cellars;8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.99638;3.29;0.75;10.9;6;1291
918;918;US;Domaine is the winery's top Pinot Noir: all-estate grown, from grapes now certified biodynamic. It's an accessible, pretty wine, with rich flavors of pastry fillings—think raspberry scones. It's got a tart, tangy grip and the length and structure to age at least a decade.;Domaine;93;70.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;King Estate;5.9;0.395;0.13;2.4;0.0559999999999999;14.0;28.0;0.99362;3.62;0.67;12.4;6;1292
919;919;Spain;Flawless on the nose, this amontillado purchased from the solera of Señor González Obregón is full of lift, power and toffee on the nose. There's zero excess weight to the palate, which features flavors of nuts, salt, caramel and dried apricot. On the finish, a hint of buttered toast offers an umami offset to acid-driven raciness.;Almancenista José Luis González Obregón Amontillado del Puerto;93;30.0;Andalucia;Jerez;;Sherry;Lustau;6.6;0.63;0.0;4.3;0.093;51.0;77.5;0.99558;3.2;0.45;9.5;5;1296
920;920;US;Textural and beautifully detailed, this offers front-loaded flavors of cola, cocoa, graphite and tobacco, wrapped around blackberry and black-cherry fruits. Despite the relatively steep alcohol, this drinks in a lighter, more elegant, yet quite showy style.;Balcombe Vineyard Block 1B;93;60.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Patricia Green Cellars;7.2;0.53;0.14;2.1;0.064;15.0;29.0;0.99323;3.35;0.61;12.1;6;1297
921;921;US;Made entirely from Chardonnay grapes grown in one site, the inaugural vintage of this cuvée is delicious. It offers a rich core of almond paste flavor, with inviting peach, apple and pear fruit tones, all while remaining light, bright and highlighted with wet stone and gravel.;Schwarze Vineyard Brut;93;80.0;California;Carneros;Napa-Sonoma;Sparkling Blend;Schramsberg;5.7;0.6;0.0;1.4;0.063;11.0;18.0;0.99191;3.45;0.56;12.2;6;1298
922;922;France;The wine comes from a parcel of land planted with both Merlot and Tannat. In its structure, this great wine has a strong connection to the Madirans that are the hallmark of this producer. With maturity, the wine has developed fine secondary flavors and undergrowth and dried-fruit flavors. The wine, named after a standing stone found in the area, is very ready to drink.;Château Bouscassé Menhir;93;25.0;Southwest France;Côtes de Gascogne;;Tannat-Merlot;Vignobles Brumont;7.6;1.58;0.0;2.1;0.1369999999999999;5.0;9.0;0.99476;3.5;0.4;10.9;3;1299
923;923;US;From the cool plains of the Petaluma Gap, this wine shines in violet and blueberry crumble aromas. Light bodied, it reveals deeper, darker pepper steak-like flavors as it opens, finishing on an elegant aftertaste of clove.;Flocchini Vineyard Petaluma Gap;93;32.0;California;Sonoma Coast;Sonoma;Syrah;Waxwing;5.2;0.645;0.0;2.15;0.08;15.0;28.0;0.99444;3.78;0.61;12.5;6;1300
924;924;Spain;This modern-style Tempranillo is registering at max ripeness. Aromas of black fruits, raisin, tire rubber and toasty French oak project a dark outlook. In the mouth, this is tight and gripping. Flavors of blackened oak, cassis and blackberry finish firm and closed, with manageable tannins. Drink through 2025.;;93;61.0;Northern Spain;Rioja;;Tempranillo;San Vicente;6.7;0.86;0.07;2.0;0.1;20.0;57.0;0.99598;3.6;0.74;11.7;6;1301
925;925;US;Bryan Babcock heads to Bentrock Vineyard on the southwestern edge of the appellation to deliver this wine redolent of red cherry, plum, mulberry, peppery spice and sagebrush. The palate is rich and full bodied, with tangy red plum skin and eucalyptus touches, finishing on a fresh, menthol-like note.;Deja Vu;93;60.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Babcock;9.1;0.37;0.32;2.1;0.064;4.0;15.0;0.99576;3.3;0.8;11.2;6;1302
926;926;US;This is one of the most beloved Chardonnays from Santa Barbara County, and for good reason: Bryan Babcock manages to imbue his wine with buttery richness yet also balance it with acidity and smoke. Honeysuckle, almond and Gravenstein apple aromas lead into energetic yet creamy marshmallow and poached pear flavors, all cut with citrusy acidity.;Top Cream Babcock Vineyard;93;45.0;California;Sta. Rita Hills;Central Coast;Chardonnay;Babcock;7.6;0.79;0.21;2.3;0.087;21.0;68.0;0.9955;3.12;0.44;9.2;5;1304
927;927;US;Unusual aromatics conjure ruby red grapefruit, Douglas fir needles, green tea and a touch of cola. The site, which is rather cool, fills in the main palate with grapes offering sleek subtle flavors of mountain berry.;Temperance Hill Vineyard;93;60.0;Oregon;Eola-Amity Hills;Willamette Valley;Pinot Noir;Bergström;7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.99612;3.3;0.53;9.8;5;1305
928;928;US;This herb-laced wine comes from a 1,100-feet elevation outpost five miles from the ocean and shows both feral notes and robust fruit. Tart cranberry flavor dominates, complemented by orange peel nuances. Its tannins are in full force, calling for more time in the glass if not in the cellar. Best the second day after opening, if one can wait.;King Ridge Vineyard;93;80.0;California;Fort Ross-Seaview;Sonoma;Pinot Noir;Blue Farm;9.7;0.69;0.32;2.5;0.088;22.0;91.0;0.9979;3.29;0.62;10.1;5;1306
929;929;US;This hearty and heavily spiced take on the grape offers fascinating black cherry, cardamom, chai spice and sanguine, meaty scents on the nose. The flavors may strike some palates as too intense, brimming with dried red cherry, Indian spice and kalamata olive, bound by energetic acidity and tactile grip.;Jasper;93;85.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Challen;7.0;0.62;0.1;1.4;0.071;27.0;63.0;0.996;3.28;0.61;9.2;5;1309
930;930;Italy;Aromas of underbrush, black fruit, toast and espresso lead the nose on the blend of Sangiovese and 15% Malvasia Nera. The palate is still resting heavily on its oak, showing coffee, coconut, vanilla and mocha, along with dried black cherry, prune and clove. The raspy tannins need to soften up but the fruit richness is already drying up.;I Sodi di San Niccolò;89;90.0;Tuscany;Toscana;;Red Blend;Castellare di Castellina;6.5;0.51;0.15;3.0;0.064;12.0;27.0;0.9929;3.33;0.59;12.8;6;1311
931;931;Portugal;This is a serious, wood-aged wine whose ripe fruits are dominated at the moment by heavy toast flavors. The fruit does offer weight and good potential, making it a structured, dark wine that is beginning to suggest a juicy future. Drink from 2017.;Alma Grande Reserva;89;18.0;Douro;;;Portuguese Red;Caves Velhas;8.0;1.18;0.21;1.9;0.083;14.0;41.0;0.99532;3.34;0.47;10.5;5;1312
932;932;Portugal;This is a herbal, earthy wine with as many tannins as fruit at this stage. That gives it a dense, dusty texture that seeps into the ripe, sweet plum flavors. With the wood giving an extra push of richness as well as spice, it needs to age. Drink from 2017.;D. Fuas Reserva;89;7.0;Terras do Dão;;;Portuguese Red;Caves Velhas;7.5;0.63;0.27;2.0;0.083;17.0;91.0;0.99616;3.26;0.58;9.8;6;1315
933;933;Portugal;To judge by the weight of the bottle, this is regarded as an important wine by the producer. The wine inside is attractive and fruity, ripe with berry fruits and considerable freshness. The tannins give the power for the bottle, dry and dense at this young stage. Drink from 2017.;Magna Carta Reserva;89;17.0;Alentejano;;;Portuguese Red;Caves Velhas;5.4;0.74;0.0;1.2;0.0409999999999999;16.0;46.0;0.99258;4.01;0.59;12.5;6;1316
934;934;France;Made to celebrate their 30th vintage, the Cazottes have produced a ripe, full-bodied wine that is still smooth and rich. Raspberries and fresh acidity give fruitiness with a delicious juicy aftertaste. Drink this wine soon, from early 2016.;Le Monde on Parle;89;18.0;Southwest France;Gaillac;;Duras;Domaine des Terrisses;9.1;0.76;0.68;1.7;0.414;18.0;64.0;0.99652;2.9;1.33;9.1;6;1319
935;935;US;Deep blueberry, prune and dried purple aromas are made even more delicious by hints of bacon fat on this blend of 60% Petite Sirah, 30% Syrah, 9% Mourvèdre and 1% Grenache. The vintner lives in the historic Uvas Valley between Gilroy and Morgan Hill. Purple fruit juiciness is balanced by a sharp licorice edge, framed by judicious acidity and tannins.;Faith;89;39.0;California;California;California Other;Red Blend;Aver Family Vineyards;5.0;0.74;0.0;1.2;0.0409999999999999;16.0;46.0;0.99258;4.01;0.59;12.5;6;1321
